camera,frame_name,frame_index,num_markers,num_charuco_corners,is_valid,best_preprocess
cam5,frame_000000.jpg,0,24,35,True,gray
cam5,frame_000001.jpg,1,24,35,True,gray
cam5,frame_000002.jpg,2,24,35,True,gray
cam5,frame_000003.jpg,3,24,35,True,gray
cam5,frame_000004.jpg,4,24,35,True,gray
cam5,frame_000005.jpg,5,24,35,True,gray
cam5,frame_000006.jpg,6,24,35,True,gray
cam5,frame_000007.jpg,7,25,35,True,gray
cam5,frame_000008.jpg,8,24,35,True,gray
cam5,frame_000009.jpg,9,24,35,True,gray
cam5,frame_000010.jpg,10,24,35,True,gamma_0.65
cam5,frame_000011.jpg,11,0,0,False,
cam5,frame_000012.jpg,12,0,0,False,
cam5,frame_000013.jpg,13,21,30,True,gray
cam5,frame_000014.jpg,14,22,30,True,gamma_0.65
cam5,frame_000015.jpg,15,23,34,True,gray
cam5,frame_000016.jpg,16,19,27,True,gray
cam5,frame_000017.jpg,17,9,10,True,clahe
cam5,frame_000018.jpg,18,8,8,True,gamma_0.65
cam5,frame_000019.jpg,19,5,3,False,gray
cam5,frame_000020.jpg,20,0,0,False,
cam5,frame_000021.jpg,21,12,14,True,gray
cam5,frame_000022.jpg,22,24,35,True,gray
cam5,frame_000023.jpg,23,24,35,True,gray
cam5,frame_000024.jpg,24,24,35,True,gray
cam5,frame_000025.jpg,25,24,35,True,gray
cam5,frame_000026.jpg,26,19,27,True,gray
cam5,frame_000027.jpg,27,23,34,True,gray
cam5,frame_000028.jpg,28,24,35,True,equalized
cam5,frame_000029.jpg,29,18,25,True,gray
cam5,frame_000030.jpg,30,17,23,True,gray
cam5,frame_000031.jpg,31,23,33,True,gray
cam5,frame_000032.jpg,32,24,35,True,gray
cam5,frame_000033.jpg,33,24,35,True,gray
cam5,frame_000034.jpg,34,24,35,True,gray
cam5,frame_000035.jpg,35,24,35,True,gray
cam5,frame_000036.jpg,36,24,35,True,gray
cam5,frame_000037.jpg,37,24,35,True,gray
cam5,frame_000038.jpg,38,24,35,True,gray
cam5,frame_000039.jpg,39,24,35,True,gray
cam5,frame_000040.jpg,40,24,35,True,gray
cam5,frame_000041.jpg,41,0,0,False,
cam5,frame_000042.jpg,42,24,35,True,gray
cam5,frame_000043.jpg,43,24,35,True,gray
cam5,frame_000044.jpg,44,24,35,True,gray
cam5,frame_000045.jpg,45,24,35,True,gray
cam5,frame_000046.jpg,46,24,35,True,gray
cam5,frame_000047.jpg,47,24,35,True,gray
cam5,frame_000048.jpg,48,24,35,True,gray
cam5,frame_000049.jpg,49,24,35,True,gray
cam5,frame_000050.jpg,50,24,35,True,gray
cam5,frame_000051.jpg,51,24,35,True,gray
cam5,frame_000052.jpg,52,24,35,True,gray
cam5,frame_000053.jpg,53,22,32,True,gray
cam5,frame_000054.jpg,54,0,0,False,
cam5,frame_000055.jpg,55,0,0,False,
cam5,frame_000056.jpg,56,0,0,False,
cam5,frame_000057.jpg,57,0,0,False,
cam5,frame_000058.jpg,58,10,11,True,gray
cam5,frame_000059.jpg,59,0,0,False,
cam5,frame_000060.jpg,60,0,0,False,
cam5,frame_000061.jpg,61,0,0,False,
cam5,frame_000062.jpg,62,0,0,False,
cam5,frame_000063.jpg,63,0,0,False,
cam5,frame_000064.jpg,64,0,0,False,
cam5,frame_000065.jpg,65,0,0,False,
cam5,frame_000066.jpg,66,0,0,False,
cam5,frame_000067.jpg,67,0,0,False,
cam5,frame_000068.jpg,68,10,12,True,gray
cam5,frame_000069.jpg,69,17,23,True,gray
cam5,frame_000070.jpg,70,21,30,True,gray
cam5,frame_000071.jpg,71,12,15,True,gray
cam5,frame_000072.jpg,72,8,8,True,gray
cam5,frame_000073.jpg,73,0,0,False,
cam5,frame_000074.jpg,74,5,4,False,gray
cam5,frame_000075.jpg,75,18,25,True,gray
cam5,frame_000076.jpg,76,9,10,True,gray
cam5,frame_000077.jpg,77,3,2,False,gray
cam5,frame_000078.jpg,78,10,12,True,gray
cam5,frame_000079.jpg,79,18,24,True,gray
cam5,frame_000080.jpg,80,11,14,True,gray
cam5,frame_000081.jpg,81,0,0,False,
cam5,frame_000082.jpg,82,0,0,False,
cam5,frame_000083.jpg,83,8,7,False,gray
cam5,frame_000084.jpg,84,10,12,True,gray
cam5,frame_000085.jpg,85,0,0,False,
cam5,frame_000086.jpg,86,0,0,False,
cam5,frame_000087.jpg,87,0,0,False,
cam5,frame_000088.jpg,88,6,5,False,gamma_0.65
cam5,frame_000089.jpg,89,19,27,True,gray
cam5,frame_000090.jpg,90,11,14,True,gray
cam5,frame_000091.jpg,91,11,13,True,gray
cam5,frame_000092.jpg,92,15,19,True,equalized
cam5,frame_000093.jpg,93,0,0,False,
cam5,frame_000094.jpg,94,0,0,False,
cam5,frame_000095.jpg,95,0,0,False,
cam5,frame_000096.jpg,96,19,27,True,gray
cam5,frame_000097.jpg,97,23,33,True,gray
cam5,frame_000098.jpg,98,24,35,True,gray
cam5,frame_000099.jpg,99,24,35,True,gray
cam5,frame_000100.jpg,100,24,35,True,gray
cam5,frame_000101.jpg,101,24,35,True,gamma_0.65
cam5,frame_000102.jpg,102,24,35,True,gray
cam5,frame_000103.jpg,103,24,35,True,gray
cam5,frame_000104.jpg,104,18,25,True,gray
cam5,frame_000105.jpg,105,18,25,True,gray
cam5,frame_000106.jpg,106,18,25,True,gray
cam5,frame_000107.jpg,107,18,25,True,gray
cam5,frame_000108.jpg,108,19,27,True,gray
cam5,frame_000109.jpg,109,19,27,True,gamma_0.65
cam5,frame_000110.jpg,110,18,25,True,equalized
cam5,frame_000111.jpg,111,18,25,True,gray
cam5,frame_000112.jpg,112,19,26,True,gray
cam5,frame_000113.jpg,113,16,22,True,gray
cam5,frame_000114.jpg,114,22,33,True,gray
cam5,frame_000115.jpg,115,14,19,True,gray
cam5,frame_000116.jpg,116,8,8,True,gray
cam5,frame_000117.jpg,117,11,13,True,gray
cam5,frame_000118.jpg,118,11,13,True,gray
cam5,frame_000119.jpg,119,8,8,True,gray
cam5,frame_000120.jpg,120,10,11,True,gray
cam5,frame_000121.jpg,121,8,8,True,gray
cam5,frame_000122.jpg,122,9,9,True,gray
cam5,frame_000123.jpg,123,9,9,True,gray
cam5,frame_000124.jpg,124,9,10,True,gray
cam5,frame_000125.jpg,125,14,18,True,clahe
cam5,frame_000126.jpg,126,7,7,False,gray
cam5,frame_000127.jpg,127,8,9,True,gray
cam5,frame_000128.jpg,128,10,12,True,gray
